nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00828 -0.00828  -0.0047 -0.00467 -0.00507 -0.00541  -0.0056 -0.00564 -0.00555 -0.00543  -0.0054 -0.00565 -0.00593 -0.00441  0.00221   0.0205   0.0524   0.0524
       16| -0.00828 -0.00828  -0.0047 -0.00467 -0.00507 -0.00541  -0.0056 -0.00564 -0.00555 -0.00543  -0.0054 -0.00565 -0.00593 -0.00441  0.00221   0.0205   0.0524   0.0524
       15|  -0.0054  -0.0054 -0.00529 -0.00528 -0.00535 -0.00543 -0.00544 -0.00536  -0.0052 -0.00501  -0.0049 -0.00506  -0.0056 -0.00611 -0.00381  0.00592   0.0232   0.0232
       14| -0.00423 -0.00423 -0.00431 -0.00439 -0.00448 -0.00454 -0.00453 -0.00443 -0.00426 -0.00403 -0.00381 -0.00365 -0.00356 -0.00336 -0.00181  0.00377   0.0119   0.0119
       13| -0.00348 -0.00348 -0.00356 -0.00363 -0.00369  -0.0037 -0.00365 -0.00352 -0.00331 -0.00302 -0.00265 -0.00217  -0.0015-0.000383  0.00176  0.00561  0.00957  0.00957
       12| -0.00289 -0.00289 -0.00296   -0.003 -0.00302 -0.00299  -0.0029 -0.00273 -0.00248 -0.00212 -0.00164-0.000978-3.42e-05  0.00135  0.00337  0.00594  0.00801  0.00801
       11| -0.00241 -0.00241 -0.00245 -0.00247 -0.00245 -0.00239 -0.00227 -0.00207 -0.00178 -0.00139-0.000856-0.000146 0.000802  0.00205  0.00358  0.00516  0.00623  0.00623
       10|   -0.002   -0.002 -0.00202 -0.00202 -0.00198 -0.00189 -0.00175 -0.00153 -0.00123-0.000825-0.000304 0.000364  0.00119  0.00219  0.00326  0.00422  0.00478  0.00478
        9| -0.00165 -0.00165 -0.00166 -0.00164 -0.00158 -0.00148 -0.00132  -0.0011-0.000802-0.000418 6.17e-05 0.000646  0.00133  0.00208  0.00283  0.00343  0.00373  0.00373
        8| -0.00135 -0.00135 -0.00135 -0.00132 -0.00126 -0.00115-0.000986-0.000768-0.000485-0.000134  0.00029 0.000783  0.00133  0.00189  0.00242  0.00281  0.00299  0.00299
        7|  -0.0011  -0.0011  -0.0011 -0.00107-0.000994-0.000882-0.000723-0.000516-0.000255 5.92e-05 0.000426 0.000835  0.00127   0.0017  0.00207  0.00234  0.00245  0.00245
        6|  -0.0009  -0.0009-0.000896-0.000858-0.000785-0.000674-0.000522-0.000328 -9.1e-05 0.000187 0.000502 0.000842  0.00119  0.00152   0.0018  0.00199  0.00207  0.00207
        5|-0.000741-0.000741-0.000735-0.000695-0.000623-0.000515-0.000371-0.000191  2.4e-05 0.000271 0.000543 0.000828  0.00111  0.00137  0.00159  0.00173  0.00179  0.00179
        4|-0.000622-0.000622-0.000614-0.000574-0.000503-0.000399-0.000262-9.45e-05 0.000103 0.000324 0.000563 0.000809  0.00105  0.00126  0.00143  0.00155  0.00159  0.00159
        3| -0.00054 -0.00054 -0.00053-0.000491 -0.00042-0.000319-0.000189   -3e-05 0.000154 0.000357 0.000573 0.000791 0.000999  0.00118  0.00133  0.00142  0.00146  0.00146
        2|-0.000493-0.000493-0.000483-0.000443-0.000373-0.000273-0.000146 7.85e-06 0.000184 0.000376 0.000578  0.00078 0.000971  0.00114  0.00127  0.00135  0.00138  0.00138
        1| -0.00048 -0.00048-0.000469-0.000429-0.000358-0.000258-0.000131 2.19e-05 0.000196 0.000385 0.000583 0.000779 0.000963  0.00112  0.00125  0.00133  0.00136  0.00136
        0| -0.00048 -0.00048-0.000469-0.000429-0.000358-0.000258-0.000131 2.19e-05 0.000196 0.000385 0.000583 0.000779 0.000963  0.00112  0.00125  0.00133  0.00136  0.00136

