nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00651 -0.00651 -0.00257 -0.00218 -0.00241 -0.00279 -0.00323 -0.00373 -0.00429 -0.00497  -0.0059 -0.00734 -0.00965   -0.011 -0.00429   0.0207   0.0644   0.0644
       16| -0.00651 -0.00651 -0.00257 -0.00218 -0.00241 -0.00279 -0.00323 -0.00373 -0.00429 -0.00497  -0.0059 -0.00734 -0.00965   -0.011 -0.00429   0.0207   0.0644   0.0644
       15| -0.00359 -0.00359  -0.0033 -0.00309 -0.00309 -0.00326 -0.00354 -0.00389 -0.00434  -0.0049 -0.00572  -0.0071 -0.00969  -0.0136   -0.014 -0.00136   0.0236   0.0236
       14| -0.00263 -0.00263 -0.00263 -0.00261  -0.0027 -0.00288 -0.00312 -0.00342 -0.00378 -0.00425 -0.00493 -0.00604 -0.00799   -0.011   -0.013 -0.00688  0.00542  0.00542
       13| -0.00206 -0.00206 -0.00211 -0.00217 -0.00227 -0.00241  -0.0026 -0.00282 -0.00308  -0.0034 -0.00381 -0.00438 -0.00521 -0.00618 -0.00617 -0.00207   0.0041   0.0041
       12| -0.00164 -0.00164  -0.0017 -0.00176 -0.00185 -0.00196 -0.00208 -0.00222 -0.00235 -0.00248 -0.00259 -0.00265 -0.00257 -0.00208-0.000547  0.00279  0.00625  0.00625
       11|  -0.0013  -0.0013 -0.00135  -0.0014 -0.00146 -0.00153 -0.00159 -0.00164 -0.00166 -0.00163 -0.00151 -0.00123-0.000664 0.000391  0.00214  0.00455  0.00654  0.00654
       10|   -0.001   -0.001 -0.00105 -0.00108 -0.00112 -0.00114 -0.00115 -0.00113 -0.00106-0.000916-0.000656 -0.00022 0.000483  0.00153  0.00291  0.00441  0.00547  0.00547
        9|-0.000752-0.000752-0.000782-0.000802-0.000812-0.000805-0.000772-0.000701-0.000573-0.000365-4.72e-05 0.000423  0.00108  0.00193   0.0029  0.00379  0.00432  0.00432
        8|-0.000533-0.000533-0.000555-0.000561-0.000551 -0.00052-0.000457-0.000354-0.000194  3.8e-05 0.000362 0.000799  0.00135    0.002  0.00266   0.0032  0.00347  0.00347
        7|-0.000348-0.000348-0.000362-0.000358-0.000334-0.000285-0.000204-8.32e-05 8.84e-05 0.000321 0.000625    0.001  0.00145  0.00193  0.00239  0.00273  0.00288  0.00288
        6|-0.000194-0.000194-0.000203-0.000191-0.000157-9.77e-05-6.81e-06 0.000121 0.000293 0.000514 0.000787  0.00111  0.00146  0.00183  0.00215  0.00238  0.00247  0.00247
        5|-7.16e-05-7.16e-05-7.62e-05-5.92e-05-1.92e-05 4.68e-05 0.000142 0.000271 0.000437 0.000642 0.000884  0.00116  0.00144  0.00172  0.00196  0.00212  0.00218  0.00218
        4| 2.05e-05 2.05e-05 1.88e-05 3.94e-05 8.35e-05 0.000153  0.00025 0.000378 0.000536 0.000725  0.00094  0.00117  0.00141  0.00163  0.00182  0.00194  0.00198  0.00198
        3| 8.27e-05 8.27e-05 8.32e-05 0.000106 0.000153 0.000225 0.000323 0.000448   0.0006 0.000777 0.000973  0.00118  0.00139  0.00157  0.00172  0.00182  0.00185  0.00185
        2| 0.000116 0.000116 0.000118 0.000143 0.000192 0.000265 0.000364 0.000489 0.000637 0.000807 0.000992  0.00118  0.00137  0.00154  0.00167  0.00175  0.00178  0.00178
        1| 0.000121 0.000121 0.000124  0.00015 0.000201 0.000276 0.000377 0.000503 0.000652  0.00082    0.001  0.00119  0.00137  0.00153  0.00165  0.00173  0.00176  0.00176
        0| 0.000121 0.000121 0.000124  0.00015 0.000201 0.000276 0.000377 0.000503 0.000652  0.00082    0.001  0.00119  0.00137  0.00153  0.00165  0.00173  0.00176  0.00176

