nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00914 -0.00914 -0.00373 -0.00281 -0.00271 -0.00281   -0.003 -0.00326 -0.00359 -0.00399 -0.00451 -0.00516 -0.00602 -0.00721 -0.00898  -0.0115  -0.0146  -0.0151 -0.00251   0.0373    0.102    0.102
       20| -0.00914 -0.00914 -0.00373 -0.00281 -0.00271 -0.00281   -0.003 -0.00326 -0.00359 -0.00399 -0.00451 -0.00516 -0.00602 -0.00721 -0.00898  -0.0115  -0.0146  -0.0151 -0.00251   0.0373    0.102    0.102
       19| -0.00515 -0.00515 -0.00452 -0.00395 -0.00365 -0.00355  -0.0036 -0.00375 -0.00399 -0.00432 -0.00477 -0.00536 -0.00615 -0.00727 -0.00899  -0.0117   -0.016  -0.0215  -0.0199  0.00204   0.0408   0.0408
       18| -0.00386 -0.00386 -0.00372  -0.0035 -0.00338 -0.00337 -0.00345 -0.00361 -0.00384 -0.00416 -0.00458 -0.00513 -0.00588 -0.00696 -0.00863  -0.0114   -0.016  -0.0225  -0.0264  -0.0169  0.00248  0.00248
       17| -0.00313 -0.00313 -0.00312 -0.00306 -0.00304 -0.00307 -0.00317 -0.00332 -0.00353 -0.00382  -0.0042 -0.00469 -0.00535  -0.0063 -0.00774  -0.0101   -0.014  -0.0195  -0.0233  -0.0175 -0.00691 -0.00691
       16| -0.00264 -0.00264 -0.00267 -0.00267 -0.00269 -0.00275 -0.00284 -0.00298 -0.00316  -0.0034  -0.0037 -0.00408 -0.00458 -0.00526 -0.00622  -0.0077 -0.00996  -0.0127   -0.014 -0.00946  -0.0031  -0.0031
       15| -0.00226 -0.00226 -0.00229 -0.00232 -0.00236 -0.00242  -0.0025 -0.00261 -0.00275 -0.00292 -0.00312 -0.00337 -0.00366 -0.00401 -0.00443 -0.00496 -0.00557 -0.00592 -0.00476-0.000665  0.00355  0.00355
       14| -0.00194 -0.00194 -0.00197 -0.00201 -0.00205  -0.0021 -0.00216 -0.00223 -0.00232 -0.00242 -0.00253 -0.00263 -0.00272 -0.00278 -0.00276  -0.0026 -0.00215 -0.00105   0.0011  0.00453  0.00737  0.00737
       13| -0.00166 -0.00166 -0.00169 -0.00172 -0.00175 -0.00179 -0.00183 -0.00187 -0.00191 -0.00194 -0.00196 -0.00194 -0.00187 -0.00171 -0.00141-0.000869 5.86e-05   0.0015  0.00353  0.00589  0.00762  0.00762
       12| -0.00141 -0.00141 -0.00144 -0.00146 -0.00148  -0.0015 -0.00152 -0.00152 -0.00152 -0.00149 -0.00144 -0.00133 -0.00115-0.000867-0.000422 0.000257  0.00123  0.00251  0.00402  0.00544  0.00636  0.00636
       11| -0.00119 -0.00119 -0.00121 -0.00123 -0.00123 -0.00124 -0.00123 -0.00121 -0.00117  -0.0011-0.000992-0.000828-0.000587-0.000241 0.000248  0.00091  0.00176  0.00276   0.0038  0.00464  0.00509  0.00509
       10|-0.000986-0.000986 -0.00101 -0.00101 -0.00101   -0.001-0.000976-0.000933-0.000865-0.000765-0.000624-0.000426-0.000158 0.000201 0.000669  0.00125  0.00195  0.00269   0.0034  0.00392  0.00414  0.00414
