nCells: 20x20, dx: 0.1, dy: 0.1

p (22x22): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19       20       21
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       21| -0.00914 -0.00914 -0.00373 -0.00281 -0.00271 -0.00282 -0.00301 -0.00327 -0.00359   -0.004 -0.00451 -0.00516 -0.00602 -0.00722 -0.00897  -0.0115  -0.0146  -0.0151 -0.00258   0.0372    0.102    0.102
       20| -0.00914 -0.00914 -0.00373 -0.00281 -0.00271 -0.00282 -0.00301 -0.00327 -0.00359   -0.004 -0.00451 -0.00516 -0.00602 -0.00722 -0.00897  -0.0115  -0.0146  -0.0151 -0.00258   0.0372    0.102    0.102
       19| -0.00515 -0.00515 -0.00452 -0.00395 -0.00365 -0.00356 -0.00361 -0.00376 -0.00399 -0.00433 -0.00478 -0.00536 -0.00615 -0.00727 -0.00898  -0.0117   -0.016  -0.0215    -0.02  0.00195   0.0407   0.0407
       18| -0.00386 -0.00386 -0.00372  -0.0035 -0.00339 -0.00338 -0.00346 -0.00361 -0.00384 -0.00416 -0.00458 -0.00513 -0.00588 -0.00695  -0.0086  -0.0113  -0.0159  -0.0224  -0.0264  -0.0168  0.00251  0.00251
       17| -0.00313 -0.00313 -0.00312 -0.00306 -0.00304 -0.00307 -0.00317 -0.00332 -0.00354 -0.00382 -0.00419 -0.00468 -0.00534 -0.00628 -0.00771    -0.01  -0.0139  -0.0193   -0.023  -0.0173 -0.00673 -0.00673
       16| -0.00264 -0.00264 -0.00267 -0.00267 -0.00269 -0.00275 -0.00284 -0.00298 -0.00316 -0.00339 -0.00369 -0.00407 -0.00457 -0.00523 -0.00618 -0.00763 -0.00984  -0.0126  -0.0137  -0.0092 -0.00286 -0.00286
       15| -0.00226 -0.00226 -0.00229 -0.00232 -0.00236 -0.00242  -0.0025 -0.00261 -0.00275 -0.00292 -0.00312 -0.00336 -0.00365 -0.00399  -0.0044  -0.0049 -0.00547 -0.00577 -0.00456-0.000471  0.00372  0.00372
       14| -0.00194 -0.00194 -0.00198 -0.00201 -0.00205  -0.0021 -0.00216 -0.00223 -0.00232 -0.00242 -0.00252 -0.00262 -0.00271 -0.00276 -0.00273 -0.00256 -0.00209-0.000965  0.00119   0.0046  0.00742  0.00742
       13| -0.00166 -0.00166 -0.00169 -0.00172 -0.00175 -0.00179 -0.00183 -0.00187 -0.00191 -0.00194 -0.00195 -0.00193 -0.00186  -0.0017 -0.00139-0.000846 8.52e-05  0.00153  0.00354  0.00588  0.00759  0.00759
