nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0073  -0.0073 -0.00355 -0.00339 -0.00376  -0.0042 -0.00459 -0.00491 -0.00518 -0.00544 -0.00586 -0.00668 -0.00797 -0.00756-0.000614   0.0206   0.0574   0.0574
       16|  -0.0073  -0.0073 -0.00355 -0.00339 -0.00376  -0.0042 -0.00459 -0.00491 -0.00518 -0.00544 -0.00586 -0.00668 -0.00797 -0.00756-0.000614   0.0206   0.0574   0.0574
       15| -0.00444 -0.00444 -0.00426 -0.00418 -0.00426 -0.00444 -0.00464 -0.00482 -0.00497 -0.00514 -0.00546 -0.00617 -0.00764 -0.00957 -0.00803  0.00303   0.0234   0.0234
       14|  -0.0034  -0.0034 -0.00345 -0.00351 -0.00363 -0.00378 -0.00393 -0.00405 -0.00415 -0.00425 -0.00442 -0.00479  -0.0055 -0.00646 -0.00607-5.53e-05  0.00978  0.00978
       13| -0.00276 -0.00276 -0.00284 -0.00291 -0.00301 -0.00312  -0.0032 -0.00326 -0.00327 -0.00326 -0.00321 -0.00315 -0.00301 -0.00255-0.000929  0.00322  0.00806  0.00806
       12| -0.00227 -0.00227 -0.00234  -0.0024 -0.00247 -0.00252 -0.00255 -0.00253 -0.00246 -0.00232 -0.00208 -0.00169 -0.00104 0.000125  0.00211  0.00507  0.00768  0.00768
       11| -0.00187 -0.00187 -0.00192 -0.00196 -0.00199   -0.002 -0.00197  -0.0019 -0.00175 -0.00152 -0.00116-0.000612 0.000213  0.00142  0.00307  0.00495  0.00634  0.00634
       10| -0.00152 -0.00152 -0.00156 -0.00158 -0.00158 -0.00156 -0.00149 -0.00137 -0.00118-0.000889 -0.00048 9.53e-05 0.000877  0.00189  0.00307   0.0042   0.0049   0.0049
        9| -0.00123 -0.00123 -0.00125 -0.00126 -0.00123 -0.00118 -0.00109-0.000941-0.000724-0.000423-1.69e-05 0.000514  0.00118  0.00196  0.00277  0.00346  0.00382  0.00382
        8|-0.000976-0.000976-0.000991-0.000982-0.000946-0.000876-0.000766-0.000605-0.000384-9.12e-05 0.000283 0.000742  0.00128  0.00186  0.00242  0.00286  0.00306  0.00306
        7|-0.000765-0.000765-0.000773-0.000755-0.000709 -0.00063-0.000512-0.000349-0.000135 0.000137 0.000468 0.000854  0.00128  0.00172  0.00211   0.0024  0.00252  0.00252
        6|-0.000591-0.000591-0.000594-0.000571-0.000519-0.000436-0.000317-0.000158 4.37e-05  0.00029 0.000578   0.0009  0.00124  0.00157  0.00186  0.00206  0.00214  0.00214
        5|-0.000454-0.000454-0.000454-0.000427-0.000372-0.000287 -0.00017-1.82e-05 0.000169  0.00039 0.000641 0.000912  0.00119  0.00145  0.00166  0.00181  0.00186  0.00186
        4|-0.000351-0.000351-0.000348-0.000319-0.000263-0.000179-6.43e-05 8.02e-05 0.000254 0.000455 0.000676 0.000909  0.00114  0.00135  0.00152  0.00163  0.00167  0.00167
        3| -0.00028 -0.00028-0.000276-0.000246-0.000189-0.000105  6.9e-06 0.000146  0.00031 0.000495 0.000696 0.000902   0.0011  0.00128  0.00142  0.00151  0.00155  0.00155
        2|-0.000242-0.000242-0.000236-0.000205-0.000147-6.27e-05  4.8e-05 0.000184 0.000342 0.000519 0.000707 0.000897  0.00108  0.00124  0.00137  0.00145  0.00147  0.00147
        1|-0.000233-0.000233-0.000227-0.000195-0.000136   -5e-05 6.15e-05 0.000197 0.000355 0.000529 0.000713 0.000899  0.00108  0.00123  0.00135  0.00143  0.00145  0.00145
        0|-0.000233-0.000233-0.000227-0.000195-0.000136   -5e-05 6.15e-05 0.000197 0.000355 0.000529 0.000713 0.000899  0.00108  0.00123  0.00135  0.00143  0.00145  0.00145

