nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00735 -0.00735 -0.00361 -0.00345 -0.00384 -0.00427 -0.00465 -0.00496 -0.00521 -0.00545 -0.00584 -0.00663 -0.00787 -0.00738-0.000442   0.0206   0.0571   0.0571
       16| -0.00735 -0.00735 -0.00361 -0.00345 -0.00384 -0.00427 -0.00465 -0.00496 -0.00521 -0.00545 -0.00584 -0.00663 -0.00787 -0.00738-0.000442   0.0206   0.0571   0.0571
       15| -0.00449 -0.00449 -0.00431 -0.00424 -0.00432  -0.0045 -0.00469 -0.00486 -0.00499 -0.00514 -0.00543 -0.00612 -0.00753 -0.00937 -0.00777  0.00322   0.0234   0.0234
       14| -0.00344 -0.00344  -0.0035 -0.00356 -0.00368 -0.00383 -0.00397 -0.00408 -0.00416 -0.00424 -0.00439 -0.00473 -0.00539 -0.00627 -0.00579   0.0002  0.00993  0.00993
       13|  -0.0028  -0.0028 -0.00288 -0.00295 -0.00305 -0.00315 -0.00323 -0.00328 -0.00328 -0.00324 -0.00318 -0.00309 -0.00292 -0.00241-0.000745  0.00339  0.00818  0.00818
       12|  -0.0023  -0.0023 -0.00237 -0.00244  -0.0025 -0.00255 -0.00257 -0.00254 -0.00246 -0.00231 -0.00205 -0.00165-0.000973 0.000205   0.0022  0.00514  0.00771  0.00771
       11|  -0.0019  -0.0019 -0.00195 -0.00199 -0.00202 -0.00202 -0.00199 -0.00191 -0.00176 -0.00151 -0.00114-0.000585 0.000248  0.00146  0.00311  0.00497  0.00633  0.00633
       10| -0.00155 -0.00155 -0.00159  -0.0016  -0.0016 -0.00158  -0.0015 -0.00138 -0.00118-0.000887-0.000471  0.00011 0.000895  0.00191  0.00308   0.0042  0.00489  0.00489
        9| -0.00125 -0.00125 -0.00128 -0.00128 -0.00126  -0.0012  -0.0011-0.000951 -0.00073-0.000424-1.35e-05 0.000521  0.00119  0.00196  0.00277  0.00345  0.00381  0.00381
        8|-0.000998-0.000998 -0.00101   -0.001-0.000964-0.000893 -0.00078-0.000616-0.000391-9.49e-05 0.000282 0.000743  0.00128  0.00186  0.00242  0.00285  0.00305  0.00305
        7|-0.000784-0.000784-0.000792-0.000773-0.000726-0.000645-0.000525 -0.00036-0.000143 0.000131 0.000464 0.000851  0.00128  0.00171  0.00211  0.00239  0.00251  0.00251
        6|-0.000609-0.000609-0.000612-0.000588-0.000535 -0.00045-0.000329-0.000169 3.47e-05 0.000282 0.000572 0.000895  0.00124  0.00157  0.00185  0.00205  0.00213  0.00213
        5|-0.000471-0.000471 -0.00047-0.000443-0.000387-0.000301-0.000183-2.94e-05 0.000159 0.000382 0.000634 0.000905  0.00118  0.00144  0.00166   0.0018  0.00185  0.00185
        4|-0.000367-0.000367-0.000364-0.000335-0.000278-0.000192-7.68e-05 6.89e-05 0.000244 0.000446 0.000668 0.000901  0.00113  0.00134  0.00151  0.00162  0.00166  0.00166
        3|-0.000296-0.000296-0.000292-0.000261-0.000203-0.000118-5.49e-06 0.000134 0.000299 0.000486 0.000687 0.000893  0.00109  0.00127  0.00141  0.00151  0.00154  0.00154
        2|-0.000257-0.000257-0.000251-0.000219-0.000161-7.58e-05 3.57e-05 0.000172 0.000331 0.000509 0.000697 0.000889  0.00107  0.00123  0.00136  0.00144  0.00147  0.00147
        1|-0.000248-0.000248-0.000242-0.000209-0.000149-6.31e-05 4.93e-05 0.000186 0.000344 0.000519 0.000704  0.00089  0.00107  0.00122  0.00134  0.00142  0.00144  0.00144
        0|-0.000248-0.000248-0.000242-0.000209-0.000149-6.31e-05 4.93e-05 0.000186 0.000344 0.000519 0.000704  0.00089  0.00107  0.00122  0.00134  0.00142  0.00144  0.00144

