nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|    -0.02    -0.02  -0.0151  -0.0126  -0.0103 -0.00819 -0.00622 -0.00438 -0.00263 -0.00093 0.000812  0.00265  0.00473   0.0074   0.0114   0.0184   0.0309   0.0309
       16|    -0.02    -0.02  -0.0151  -0.0126  -0.0103 -0.00819 -0.00622 -0.00438 -0.00263 -0.00093 0.000812  0.00265  0.00473   0.0074   0.0114   0.0184   0.0309   0.0309
       15|  -0.0145  -0.0145  -0.0132  -0.0114 -0.00951 -0.00761  -0.0058 -0.00408 -0.00242-0.000794 0.000846  0.00258  0.00447  0.00668  0.00953   0.0137   0.0194   0.0194
       14|  -0.0111  -0.0111  -0.0105  -0.0094 -0.00804 -0.00656 -0.00506 -0.00355 -0.00205-0.000544    0.001  0.00263  0.00441  0.00642  0.00877   0.0115    0.014    0.014
       13|  -0.0088  -0.0088 -0.00845 -0.00771 -0.00671 -0.00556 -0.00431 -0.00302 -0.00169-0.000329  0.00108  0.00256  0.00413  0.00582  0.00761  0.00935   0.0106   0.0106
       12| -0.00713 -0.00713 -0.00689 -0.00635 -0.00559 -0.00466 -0.00363 -0.00253 -0.00137-0.000168  0.00108  0.00236   0.0037  0.00505  0.00638  0.00751  0.00817  0.00817
       11| -0.00584 -0.00584 -0.00566 -0.00525 -0.00464  -0.0039 -0.00304  -0.0021  -0.0011-5.93e-05  0.00102  0.00211  0.00322  0.00429  0.00526  0.00603  0.00644  0.00644
       10| -0.00483 -0.00483 -0.00468 -0.00435 -0.00387 -0.00325 -0.00253 -0.00174-0.000885 7.61e-06 0.000924  0.00185  0.00275  0.00359  0.00433  0.00487  0.00515  0.00515
        9| -0.00401 -0.00401 -0.00389 -0.00362 -0.00323 -0.00272 -0.00211 -0.00144-0.000715 4.38e-05 0.000818  0.00159  0.00232    0.003  0.00356  0.00396  0.00416  0.00416
        8| -0.00336 -0.00336 -0.00326 -0.00304 -0.00271 -0.00228 -0.00177  -0.0012-0.000585 5.94e-05 0.000712  0.00135  0.00196   0.0025  0.00294  0.00325   0.0034   0.0034
        7| -0.00284 -0.00284 -0.00276 -0.00257 -0.00229 -0.00193  -0.0015 -0.00101-0.000485 6.22e-05 0.000614  0.00115  0.00165  0.00209  0.00244  0.00269   0.0028   0.0028
        6| -0.00243 -0.00243 -0.00236  -0.0022 -0.00196 -0.00165 -0.00128-0.000862-0.000411  5.8e-05 0.000528 0.000982   0.0014  0.00176  0.00205  0.00225  0.00234  0.00234
        5| -0.00211 -0.00211 -0.00205 -0.00191  -0.0017 -0.00143 -0.00111-0.000747-0.000356 5.06e-05 0.000456 0.000846   0.0012  0.00151  0.00175  0.00192  0.00199  0.00199
        4| -0.00187 -0.00187 -0.00181 -0.00169 -0.00151 -0.00127-0.000985-0.000663-0.000316 4.28e-05   0.0004 0.000741  0.00105  0.00132  0.00153  0.00167  0.00173  0.00173
        3|  -0.0017  -0.0017 -0.00165 -0.00154 -0.00137 -0.00116-0.000896-0.000603-0.000289  3.6e-05 0.000358 0.000665 0.000944  0.00118  0.00137  0.00149  0.00155  0.00155
        2| -0.00159 -0.00159 -0.00155 -0.00144 -0.00129 -0.00108 -0.00084-0.000566-0.000272 3.14e-05 0.000332 0.000618 0.000876   0.0011  0.00127  0.00138  0.00144  0.00144
        1| -0.00155 -0.00155  -0.0015  -0.0014 -0.00125 -0.00105-0.000815 -0.00055-0.000264 2.94e-05  0.00032 0.000596 0.000846  0.00106  0.00122  0.00133  0.00139  0.00139
        0| -0.00155 -0.00155  -0.0015  -0.0014 -0.00125 -0.00105-0.000815 -0.00055-0.000264 2.94e-05  0.00032 0.000596 0.000846  0.00106  0.00122  0.00133  0.00139  0.00139

