nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0239  -0.0239  -0.0173  -0.0134  -0.0104 -0.00782 -0.00561  -0.0036 -0.00171 0.000132  0.00201  0.00399  0.00622  0.00892   0.0126   0.0182   0.0279   0.0279
       16|  -0.0239  -0.0239  -0.0173  -0.0134  -0.0104 -0.00782 -0.00561  -0.0036 -0.00171 0.000132  0.00201  0.00399  0.00622  0.00892   0.0126   0.0182   0.0279   0.0279
       15|   -0.017   -0.017  -0.0147  -0.0121 -0.00959 -0.00734  -0.0053 -0.00341 -0.00161 0.000153  0.00195  0.00383  0.00589  0.00823    0.011   0.0146   0.0187   0.0187
       14|  -0.0129  -0.0129  -0.0118  -0.0102 -0.00834 -0.00653 -0.00478 -0.00309 -0.00143 0.000206  0.00187  0.00361  0.00546  0.00746  0.00965   0.0119   0.0138   0.0138
       13|  -0.0101  -0.0101 -0.00951 -0.00843  -0.0071 -0.00566 -0.00419 -0.00272 -0.00125 0.000233  0.00173  0.00327  0.00486   0.0065  0.00813   0.0096   0.0105   0.0105
       12| -0.00814 -0.00814 -0.00774 -0.00698 -0.00598 -0.00484 -0.00362 -0.00236 -0.00107 0.000234  0.00155  0.00288  0.00422  0.00552  0.00673  0.00772  0.00828  0.00828
       11| -0.00663 -0.00663 -0.00635 -0.00579 -0.00502  -0.0041 -0.00309 -0.00202-0.000912 0.000216  0.00135  0.00248  0.00359  0.00462  0.00554  0.00623   0.0066   0.0066
       10| -0.00546 -0.00546 -0.00524 -0.00481 -0.00421 -0.00346 -0.00263 -0.00172-0.000778 0.000188  0.00116  0.00211  0.00302  0.00385  0.00455  0.00506  0.00532  0.00532
        9| -0.00453 -0.00453 -0.00436 -0.00402 -0.00353 -0.00293 -0.00223 -0.00147-0.000667 0.000154 0.000974  0.00177  0.00252  0.00319  0.00374  0.00413  0.00433  0.00433
        8| -0.00379 -0.00379 -0.00366 -0.00338 -0.00298 -0.00248  -0.0019 -0.00126-0.000577 0.000119 0.000812  0.00148   0.0021  0.00265  0.00309   0.0034  0.00355  0.00355
        7| -0.00321 -0.00321  -0.0031 -0.00287 -0.00254 -0.00212 -0.00163 -0.00108-0.000506 8.64e-05 0.000674  0.00124  0.00175   0.0022  0.00256  0.00281  0.00293  0.00293
        6| -0.00274 -0.00274 -0.00265 -0.00246 -0.00218 -0.00183 -0.00141-0.000945 -0.00045 5.71e-05 0.000559  0.00104  0.00147  0.00185  0.00215  0.00236  0.00245  0.00245
        5| -0.00239 -0.00239 -0.00231 -0.00215 -0.00191  -0.0016 -0.00124-0.000836-0.000407 3.24e-05 0.000467 0.000879  0.00125  0.00158  0.00183    0.002  0.00209  0.00209
        4| -0.00212 -0.00212 -0.00205 -0.00191  -0.0017 -0.00143 -0.00111-0.000754-0.000375 1.27e-05 0.000396 0.000758  0.00109  0.00137  0.00159  0.00174  0.00181  0.00181
        3| -0.00193 -0.00193 -0.00187 -0.00174 -0.00155 -0.00131 -0.00102-0.000696-0.000353-1.91e-06 0.000344 0.000671 0.000967  0.00122  0.00142  0.00155  0.00161  0.00161
        2| -0.00181 -0.00181 -0.00175 -0.00163 -0.00146 -0.00123-0.000959-0.000659-0.000339-1.14e-05 0.000311 0.000616 0.000891  0.00112  0.00131  0.00143  0.00149  0.00149
        1| -0.00175 -0.00175  -0.0017 -0.00158 -0.00141 -0.00119-0.000932-0.000642-0.000332-1.58e-05 0.000296  0.00059 0.000855  0.00108  0.00126  0.00138  0.00143  0.00143
        0| -0.00175 -0.00175  -0.0017 -0.00158 -0.00141 -0.00119-0.000932-0.000642-0.000332-1.58e-05 0.000296  0.00059 0.000855  0.00108  0.00126  0.00138  0.00143  0.00143

