nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0065  -0.0065 -0.00239 -0.00174 -0.00172 -0.00189 -0.00217 -0.00258 -0.00315 -0.00397 -0.00519 -0.00703 -0.00933  -0.0102 -0.00209   0.0268   0.0765   0.0765
       16|  -0.0065  -0.0065 -0.00239 -0.00174 -0.00172 -0.00189 -0.00217 -0.00258 -0.00315 -0.00397 -0.00519 -0.00703 -0.00933  -0.0102 -0.00209   0.0268   0.0765   0.0765
       15| -0.00343 -0.00343 -0.00304 -0.00264 -0.00246 -0.00248 -0.00266   -0.003 -0.00351 -0.00429 -0.00551  -0.0075  -0.0106  -0.0145  -0.0147 0.000196   0.0293   0.0293
       14| -0.00247 -0.00247 -0.00239 -0.00226 -0.00224 -0.00234 -0.00256 -0.00292 -0.00345 -0.00427 -0.00557 -0.00773  -0.0112  -0.0162  -0.0198  -0.0143-0.000479-0.000479
       13| -0.00188 -0.00188 -0.00189 -0.00189 -0.00194 -0.00207  -0.0023 -0.00265 -0.00317 -0.00394 -0.00517 -0.00724  -0.0107  -0.0157  -0.0196  -0.0164 -0.00874 -0.00874
       12| -0.00143 -0.00143 -0.00147 -0.00151 -0.00159 -0.00173 -0.00193 -0.00223 -0.00265 -0.00326 -0.00419 -0.00572 -0.00819  -0.0115  -0.0138  -0.0111 -0.00633 -0.00633
       11| -0.00105 -0.00105  -0.0011 -0.00114 -0.00122 -0.00133 -0.00148 -0.00169 -0.00196 -0.00233 -0.00285 -0.00361 -0.00472 -0.00596  -0.0062 -0.00352-0.000132-0.000132
       10|-0.000712-0.000712-0.000749-0.000789-0.000843-0.000912-0.000999  -0.0011 -0.00122 -0.00135 -0.00149  -0.0016 -0.00164 -0.00138-0.000161  0.00253  0.00504  0.00504
        9|  -0.0004  -0.0004-0.000429-0.000454 -0.00048-0.000507-0.000529-0.000539-0.000524-0.000462-0.000318 -3.1e-05 0.000499   0.0015   0.0031  0.00531  0.00706  0.00706
        8|-0.000118-0.000118-0.000138-0.000147-0.000146-0.000133-9.94e-05-3.41e-05 8.01e-05  0.00027 0.000574  0.00105  0.00178  0.00285  0.00422  0.00569  0.00673  0.00673
        7| 0.000132 0.000132  0.00012 0.000126 0.000149 0.000195 0.000271  0.00039 0.000567 0.000828   0.0012  0.00172  0.00244  0.00334  0.00433  0.00523  0.00577  0.00577
        6| 0.000347 0.000347 0.000342 0.000359   0.0004  0.00047 0.000576 0.000728 0.000941  0.00123  0.00162  0.00212  0.00273  0.00344  0.00414  0.00469  0.00497  0.00497
        5| 0.000523 0.000523 0.000523  0.00055 0.000604  0.00069 0.000815 0.000986  0.00121  0.00151  0.00188  0.00233  0.00284  0.00339  0.00389  0.00425  0.00441  0.00441
        4| 0.000659 0.000659 0.000663 0.000696  0.00076 0.000857 0.000993  0.00117  0.00141  0.00169  0.00204  0.00244  0.00287   0.0033  0.00367  0.00393  0.00403  0.00403
        3| 0.000753 0.000753  0.00076 0.000798 0.000868 0.000972  0.00112   0.0013  0.00153  0.00181  0.00213  0.00249  0.00286  0.00322  0.00352  0.00372  0.00379  0.00379
        2| 0.000805 0.000805 0.000814 0.000855 0.000929  0.00104  0.00119  0.00138  0.00161  0.00188  0.00218  0.00252  0.00285  0.00317  0.00342  0.00359  0.00365  0.00365
        1| 0.000817 0.000817 0.000827 0.000869 0.000946  0.00106  0.00121   0.0014  0.00163   0.0019  0.00221  0.00253  0.00285  0.00315  0.00339  0.00355   0.0036   0.0036
        0| 0.000817 0.000817 0.000827 0.000869 0.000946  0.00106  0.00121   0.0014  0.00163   0.0019  0.00221  0.00253  0.00285  0.00315  0.00339  0.00355   0.0036   0.0036

