nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00799 -0.00799 -0.00437 -0.00431 -0.00471 -0.00509 -0.00535 -0.00547 -0.00549 -0.00547 -0.00556 -0.00597 -0.00653 -0.00522   0.0015   0.0206   0.0537   0.0537
       16| -0.00799 -0.00799 -0.00437 -0.00431 -0.00471 -0.00509 -0.00535 -0.00547 -0.00549 -0.00547 -0.00556 -0.00597 -0.00653 -0.00522   0.0015   0.0206   0.0537   0.0537
       15| -0.00512 -0.00512   -0.005 -0.00497 -0.00506 -0.00517 -0.00525 -0.00524 -0.00517 -0.00507 -0.00508 -0.00538 -0.00615 -0.00702 -0.00487  0.00522   0.0233   0.0233
       14| -0.00399 -0.00399 -0.00407 -0.00415 -0.00425 -0.00434 -0.00438 -0.00434 -0.00425 -0.00411 -0.00399 -0.00396 -0.00406 -0.00414 -0.00283  0.00287   0.0114   0.0114
       13| -0.00328 -0.00328 -0.00336 -0.00344 -0.00351 -0.00355 -0.00354 -0.00346 -0.00331 -0.00309 -0.00281 -0.00243 -0.00189-0.000908  0.00114  0.00508  0.00926  0.00926
       12| -0.00272 -0.00272 -0.00279 -0.00284 -0.00287 -0.00287 -0.00281 -0.00269 -0.00248 -0.00218 -0.00176 -0.00117-0.000285  0.00106  0.00308  0.00575  0.00795  0.00795
       11| -0.00226 -0.00226 -0.00231 -0.00233 -0.00233 -0.00229 -0.00219 -0.00203 -0.00178 -0.00143-0.000939-0.000268 0.000652  0.00189  0.00346  0.00511  0.00625  0.00625
       10| -0.00187 -0.00187  -0.0019  -0.0019 -0.00187  -0.0018 -0.00168 -0.00149 -0.00122-0.000846-0.000353 0.000291  0.00111  0.00211  0.00321  0.00421  0.00479  0.00479
        9| -0.00153 -0.00153 -0.00155 -0.00154 -0.00149  -0.0014 -0.00126 -0.00106-0.000785-0.000423 3.72e-05 0.000607  0.00128  0.00204   0.0028  0.00342  0.00374  0.00374
        8| -0.00125 -0.00125 -0.00126 -0.00123 -0.00118 -0.00108 -0.00093-0.000728-0.000462-0.000127 0.000284 0.000767  0.00131  0.00188  0.00241  0.00281  0.00299  0.00299
        7| -0.00101 -0.00101 -0.00101-0.000985 -0.00092-0.000817 -0.00067-0.000475-0.000227 7.54e-05 0.000432 0.000835  0.00127  0.00169  0.00207  0.00235  0.00246  0.00246
        6|-0.000819-0.000819-0.000817-0.000784-0.000716-0.000613-0.000471-0.000287-5.94e-05  0.00021 0.000517 0.000852   0.0012  0.00153  0.00181    0.002  0.00208  0.00208
        5|-0.000667-0.000667-0.000662-0.000626-0.000559-0.000457-0.000321-0.000149 5.81e-05 0.000298 0.000564 0.000845  0.00113  0.00139   0.0016  0.00174   0.0018   0.0018
        4|-0.000552-0.000552-0.000545-0.000509-0.000442-0.000343-0.000213-5.21e-05 0.000138 0.000354 0.000588 0.000829  0.00106  0.00128  0.00145  0.00156   0.0016   0.0016
        3|-0.000473-0.000473-0.000465-0.000428-0.000362-0.000266 -0.00014 1.26e-05 0.000191 0.000389   0.0006 0.000814  0.00102   0.0012  0.00135  0.00144  0.00147  0.00147
        2|-0.000429-0.000429 -0.00042-0.000382-0.000316-0.000221 -9.8e-05 5.04e-05 0.000221 0.000409 0.000607 0.000805 0.000993  0.00116  0.00129  0.00137   0.0014   0.0014
        1|-0.000417-0.000417-0.000408-0.000369-0.000302-0.000206-8.35e-05 6.44e-05 0.000233 0.000418 0.000612 0.000805 0.000986  0.00114  0.00127  0.00135  0.00137  0.00137
        0|-0.000417-0.000417-0.000408-0.000369-0.000302-0.000206-8.35e-05 6.44e-05 0.000233 0.000418 0.000612 0.000805 0.000986  0.00114  0.00127  0.00135  0.00137  0.00137

