nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00631 -0.00631 -0.00226  -0.0017 -0.00176 -0.00201 -0.00237 -0.00284 -0.00346  -0.0043 -0.00553 -0.00737    -0.01  -0.0122 -0.00561   0.0222   0.0712   0.0712
       16| -0.00631 -0.00631 -0.00226  -0.0017 -0.00176 -0.00201 -0.00237 -0.00284 -0.00346  -0.0043 -0.00553 -0.00737    -0.01  -0.0122 -0.00561   0.0222   0.0712   0.0712
       15|  -0.0033  -0.0033 -0.00294 -0.00261  -0.0025 -0.00258 -0.00281 -0.00319 -0.00371 -0.00447 -0.00562 -0.00748  -0.0107  -0.0157  -0.0177 -0.00371    0.025    0.025
       14| -0.00235 -0.00235 -0.00229 -0.00221 -0.00223 -0.00237  -0.0026 -0.00296 -0.00345 -0.00415 -0.00522 -0.00697    -0.01   -0.015  -0.0192  -0.0136 0.000465 0.000465
       13| -0.00177 -0.00177  -0.0018 -0.00182 -0.00189 -0.00203 -0.00225 -0.00255 -0.00296 -0.00353 -0.00435 -0.00563 -0.00772  -0.0108  -0.0132 -0.00982 -0.00253 -0.00253
       12| -0.00136 -0.00136  -0.0014 -0.00145 -0.00153 -0.00166 -0.00182 -0.00205 -0.00233 -0.00269 -0.00315 -0.00377 -0.00459 -0.00547 -0.00544 -0.00232  0.00197  0.00197
       11| -0.00102 -0.00102 -0.00106 -0.00111 -0.00118 -0.00127 -0.00138 -0.00151 -0.00165 -0.00179 -0.00191 -0.00197 -0.00188 -0.00138 7.87e-05  0.00295  0.00574  0.00574
       10|-0.000722-0.000722-0.000761-0.000799-0.000844-0.000893-0.000943-0.000984   -0.001-0.000971-0.000851-0.000574-2.16e-05 0.000999  0.00262  0.00475  0.00648  0.00648
        9|-0.000463-0.000463-0.000493-0.000516-0.000537-0.000549-0.000546-0.000517-0.000443-0.000298-4.06e-05 0.000386  0.00107  0.00206  0.00333  0.00466  0.00559  0.00559
        8|-0.000235-0.000235-0.000256-0.000266-0.000264-0.000246-0.000204-0.000125 7.54e-06 0.000216  0.00053 0.000988  0.00162  0.00242  0.00331  0.00411  0.00457  0.00457
        7|-3.79e-05-3.79e-05-5.22e-05-5.03e-05-3.13e-05 9.71e-06 8.03e-05 0.000191 0.000354 0.000587 0.000907  0.00133  0.00187  0.00248  0.00309  0.00357  0.00381  0.00381
        6| 0.000127 0.000127 0.000119  0.00013 0.000161 0.000218 0.000307 0.000434  0.00061 0.000845  0.00115  0.00152  0.00195  0.00241  0.00284  0.00315  0.00329  0.00329
        5| 0.000261 0.000261 0.000256 0.000274 0.000315 0.000382  0.00048 0.000615 0.000793  0.00102  0.00129  0.00161  0.00197  0.00232  0.00263  0.00284  0.00292  0.00292
        4| 0.000362 0.000362 0.000361 0.000383  0.00043 0.000503 0.000607 0.000745 0.000919  0.00113  0.00138  0.00166  0.00195  0.00223  0.00246  0.00262  0.00268  0.00268
        3| 0.000431 0.000431 0.000432 0.000458 0.000508 0.000586 0.000693 0.000831    0.001   0.0012  0.00143  0.00168  0.00193  0.00216  0.00235  0.00248  0.00252  0.00252
        2| 0.000467 0.000467  0.00047 0.000499 0.000552 0.000633 0.000742 0.000881  0.00105  0.00124  0.00146  0.00169  0.00192  0.00212  0.00229  0.00239  0.00243  0.00243
        1| 0.000473 0.000473 0.000478 0.000507 0.000563 0.000646 0.000758 0.000899  0.00107  0.00126  0.00148   0.0017  0.00192  0.00211  0.00227  0.00237   0.0024   0.0024
        0| 0.000473 0.000473 0.000478 0.000507 0.000563 0.000646 0.000758 0.000899  0.00107  0.00126  0.00148   0.0017  0.00192  0.00211  0.00227  0.00237   0.0024   0.0024

