nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00667 -0.00667 -0.00278 -0.00245 -0.00273 -0.00314 -0.00359 -0.00406 -0.00456 -0.00515 -0.00594 -0.00723 -0.00931  -0.0102 -0.00335   0.0206   0.0624   0.0624
       16| -0.00667 -0.00667 -0.00278 -0.00245 -0.00273 -0.00314 -0.00359 -0.00406 -0.00456 -0.00515 -0.00594 -0.00723 -0.00931  -0.0102 -0.00335   0.0206   0.0624   0.0624
       15| -0.00378 -0.00378 -0.00351 -0.00334 -0.00337 -0.00355 -0.00383 -0.00416 -0.00454 -0.00501  -0.0057 -0.00691 -0.00922  -0.0126  -0.0124-0.000162   0.0235   0.0235
       14|  -0.0028  -0.0028 -0.00281 -0.00282 -0.00293  -0.0031 -0.00333 -0.00359  -0.0039 -0.00428 -0.00482 -0.00572 -0.00732 -0.00973   -0.011 -0.00482  0.00684  0.00684
       13| -0.00222 -0.00222 -0.00228 -0.00234 -0.00245 -0.00259 -0.00276 -0.00294 -0.00314 -0.00337 -0.00366 -0.00404 -0.00457 -0.00507  -0.0045  -0.0003   0.0055   0.0055
       12| -0.00179 -0.00179 -0.00185 -0.00192   -0.002  -0.0021  -0.0022  -0.0023 -0.00238 -0.00244 -0.00245 -0.00238 -0.00211 -0.00137  0.00036  0.00363  0.00685  0.00685
       11| -0.00143 -0.00143 -0.00149 -0.00154 -0.00159 -0.00165 -0.00169 -0.00171 -0.00169  -0.0016 -0.00141 -0.00105-0.000401 0.000716  0.00245   0.0047   0.0065   0.0065
       10| -0.00113 -0.00113 -0.00117 -0.00121 -0.00123 -0.00125 -0.00124  -0.0012 -0.00109-0.000913-0.000612-0.000136 0.000591  0.00163  0.00295  0.00432  0.00525  0.00525
        9|-0.000871-0.000871-0.000901-0.000918-0.000921-0.000904-0.000858-0.000768-0.000618-0.000387-4.74e-05 0.000438  0.00109  0.00192  0.00283  0.00365  0.00412  0.00412
        8|-0.000647-0.000647-0.000667-0.000671-0.000656-0.000616-0.000543-0.000426-0.000252-6.49e-06 0.000329 0.000768  0.00131  0.00193  0.00256  0.00306   0.0033   0.0033
        7|-0.000458-0.000458-0.000471-0.000464-0.000435 -0.00038-0.000292-0.000162 1.89e-05 0.000259 0.000567 0.000944  0.00138  0.00184  0.00228   0.0026  0.00273  0.00273
        6|-0.000301-0.000301-0.000309-0.000295-0.000258-0.000193-9.67e-05 3.74e-05 0.000215 0.000439 0.000713  0.00103  0.00138  0.00173  0.00203  0.00225  0.00234  0.00234
        5|-0.000177-0.000177 -0.00018-0.000162-0.000119-4.93e-05 5.02e-05 0.000183 0.000352 0.000559   0.0008  0.00107  0.00135  0.00162  0.00185    0.002  0.00206  0.00206
        4|-8.31e-05-8.31e-05-8.41e-05 -6.2e-05-1.58e-05 5.62e-05 0.000156 0.000286 0.000446 0.000636  0.00085  0.00108  0.00131  0.00153  0.00171  0.00182  0.00186  0.00186
        3|-1.98e-05-1.98e-05-1.87e-05 5.66e-06  5.4e-05 0.000128 0.000228 0.000355 0.000508 0.000684 0.000879  0.00108  0.00128  0.00147  0.00161  0.00171  0.00174  0.00174
        2| 1.39e-05 1.39e-05 1.65e-05 4.27e-05 9.29e-05 0.000168 0.000269 0.000394 0.000543 0.000712 0.000895  0.00108  0.00127  0.00143  0.00156  0.00164  0.00167  0.00167
        1| 1.95e-05 1.95e-05  2.3e-05 5.03e-05 0.000102 0.000179 0.000281 0.000408 0.000557 0.000725 0.000905  0.00109  0.00126  0.00142  0.00154  0.00162  0.00165  0.00165
        0| 1.95e-05 1.95e-05  2.3e-05 5.03e-05 0.000102 0.000179 0.000281 0.000408 0.000557 0.000725 0.000905  0.00109  0.00126  0.00142  0.00154  0.00162  0.00165  0.00165

