nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00633 -0.00633 -0.00231 -0.00181 -0.00194 -0.00224 -0.00264 -0.00314 -0.00376 -0.00456  -0.0057 -0.00741    -0.01  -0.0121 -0.00554   0.0213   0.0685   0.0685
       16| -0.00633 -0.00633 -0.00231 -0.00181 -0.00194 -0.00224 -0.00264 -0.00314 -0.00376 -0.00456  -0.0057 -0.00741    -0.01  -0.0121 -0.00554   0.0213   0.0685   0.0685
       15| -0.00336 -0.00336 -0.00302 -0.00274 -0.00267 -0.00278 -0.00304 -0.00342 -0.00394 -0.00464 -0.00568 -0.00738  -0.0104  -0.0152  -0.0168 -0.00326   0.0242   0.0242
       14|  -0.0024  -0.0024 -0.00237 -0.00231 -0.00236 -0.00251 -0.00276  -0.0031 -0.00356 -0.00418 -0.00511 -0.00661 -0.00926  -0.0135   -0.017  -0.0111  0.00237  0.00237
       13| -0.00184 -0.00184 -0.00187 -0.00191 -0.00199 -0.00214 -0.00235 -0.00262 -0.00298 -0.00346 -0.00412 -0.00509 -0.00662 -0.00875  -0.0102 -0.00641 0.000459 0.000459
       12| -0.00142 -0.00142 -0.00148 -0.00153 -0.00162 -0.00174 -0.00189 -0.00208 -0.00231 -0.00258 -0.00289 -0.00326 -0.00365 -0.00386 -0.00303 0.000268  0.00424  0.00424
       11| -0.00109 -0.00109 -0.00114 -0.00119 -0.00126 -0.00134 -0.00144 -0.00153 -0.00163  -0.0017 -0.00172 -0.00162  -0.0013-0.000473   0.0012  0.00392  0.00638  0.00638
       10|-0.000805-0.000805-0.000845-0.000884-0.000926-0.000968   -0.001 -0.00102 -0.00101-0.000932-0.000753-0.000404 0.000232  0.00128  0.00281  0.00465  0.00606  0.00606
        9|-0.000554-0.000554-0.000585-0.000608-0.000626-0.000633-0.000621-0.000578-0.000485-0.000317 -3.7e-05 0.000407  0.00108    0.002  0.00313  0.00423  0.00495  0.00495
        8|-0.000336-0.000336-0.000358-0.000368-0.000365-0.000343-0.000296 -0.00021-7.09e-05 0.000143 0.000456 0.000899  0.00149  0.00221  0.00299  0.00365    0.004    0.004
        7|-0.000149-0.000149-0.000164-0.000162-0.000143-0.000101   -3e-05  8.1e-05 0.000243 0.000471 0.000778  0.00118  0.00166   0.0022  0.00273  0.00314  0.00333  0.00333
        6| 7.15e-06 7.15e-06-2.11e-06 7.88e-06 3.85e-05 9.38e-05  0.00018 0.000304 0.000473 0.000696  0.00098  0.00132  0.00171  0.00212  0.00249  0.00276  0.00287  0.00287
        5| 0.000132 0.000132 0.000127 0.000143 0.000182 0.000246  0.00034 0.000468 0.000636 0.000847   0.0011  0.00139  0.00171  0.00202  0.00229  0.00248  0.00255  0.00255
        4| 0.000227 0.000227 0.000225 0.000245 0.000289 0.000358 0.000456 0.000585 0.000748 0.000946  0.00117  0.00143  0.00169  0.00194  0.00214  0.00228  0.00233  0.00233
        3| 0.000291 0.000291 0.000291 0.000315 0.000362 0.000434 0.000534 0.000663 0.000821  0.00101  0.00122  0.00144  0.00167  0.00187  0.00204  0.00215  0.00219  0.00219
        2| 0.000325 0.000325 0.000327 0.000352 0.000402 0.000477 0.000579 0.000708 0.000864  0.00104  0.00124  0.00145  0.00165  0.00184  0.00198  0.00208  0.00211  0.00211
        1|  0.00033  0.00033 0.000333 0.000359 0.000411 0.000489 0.000593 0.000724  0.00088  0.00106  0.00125  0.00146  0.00165  0.00183  0.00197  0.00205  0.00208  0.00208
        0|  0.00033  0.00033 0.000333 0.000359 0.000411 0.000489 0.000593 0.000724  0.00088  0.00106  0.00125  0.00146  0.00165  0.00183  0.00197  0.00205  0.00208  0.00208

