nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17| -0.00632 -0.00632 -0.00228 -0.00176 -0.00187 -0.00215 -0.00254 -0.00303 -0.00365 -0.00447 -0.00565  -0.0074    -0.01  -0.0122 -0.00565   0.0215   0.0694   0.0694
       16| -0.00632 -0.00632 -0.00228 -0.00176 -0.00187 -0.00215 -0.00254 -0.00303 -0.00365 -0.00447 -0.00565  -0.0074    -0.01  -0.0122 -0.00565   0.0215   0.0694   0.0694
       15| -0.00333 -0.00333 -0.00299 -0.00268  -0.0026  -0.0027 -0.00295 -0.00333 -0.00385 -0.00458 -0.00566 -0.00742  -0.0105  -0.0154  -0.0172 -0.00351   0.0244   0.0244
       14| -0.00238 -0.00238 -0.00233 -0.00227 -0.00231 -0.00245  -0.0027 -0.00304 -0.00352 -0.00417 -0.00514 -0.00674 -0.00953   -0.014  -0.0178   -0.012   0.0017   0.0017
       13| -0.00181 -0.00181 -0.00184 -0.00187 -0.00195 -0.00209 -0.00231 -0.00259 -0.00297 -0.00348 -0.00419 -0.00527 -0.00698  -0.0094  -0.0112 -0.00752-0.000504-0.000504
       12| -0.00139 -0.00139 -0.00145  -0.0015 -0.00158  -0.0017 -0.00186 -0.00207 -0.00231 -0.00261 -0.00297 -0.00341 -0.00393 -0.00435 -0.00376-0.000504  0.00358  0.00358
       11| -0.00106 -0.00106 -0.00111 -0.00116 -0.00123 -0.00131 -0.00141 -0.00152 -0.00163 -0.00173 -0.00178 -0.00173 -0.00147-0.000735 0.000884  0.00367  0.00624  0.00624
       10|-0.000772-0.000772-0.000812-0.000851-0.000894-0.000939-0.000979 -0.00101   -0.001-0.000941-0.000781-0.000454  0.00016  0.00121  0.00277   0.0047  0.00621  0.00621
        9|-0.000519-0.000519 -0.00055-0.000574-0.000592-0.000601-0.000593-0.000555-0.000469-0.000309-3.57e-05 0.000402  0.00108  0.00202  0.00319  0.00436  0.00515  0.00515
        8|-0.000299-0.000299-0.000321-0.000331-0.000328-0.000308-0.000263 -0.00018-4.36e-05 0.000167  0.00048 0.000928  0.00153  0.00228  0.00308  0.00378  0.00417  0.00417
        7|-0.000109-0.000109-0.000124-0.000123-0.000104-6.28e-05 7.95e-06 0.000118  0.00028 0.000508 0.000819  0.00123  0.00172  0.00229  0.00284  0.00327  0.00348  0.00348
        6|  4.9e-05  4.9e-05 3.99e-05    5e-05 8.07e-05 0.000136 0.000222 0.000347 0.000518 0.000744  0.00103  0.00138  0.00179  0.00221   0.0026  0.00288  0.00299  0.00299
        5| 0.000176 0.000176 0.000171 0.000188 0.000227 0.000291 0.000386 0.000516 0.000687 0.000902  0.00116  0.00146  0.00179  0.00211  0.00239  0.00259  0.00266  0.00266
        4| 0.000272 0.000272 0.000271 0.000292 0.000336 0.000406 0.000505 0.000637 0.000803    0.001  0.00124   0.0015  0.00177  0.00203  0.00224  0.00238  0.00243  0.00243
        3| 0.000338 0.000338 0.000338 0.000362  0.00041 0.000484 0.000586 0.000717 0.000879  0.00107  0.00128  0.00151  0.00175  0.00196  0.00214  0.00225  0.00229  0.00229
        2| 0.000372 0.000372 0.000375 0.000401 0.000451 0.000528 0.000632 0.000764 0.000923  0.00111  0.00131  0.00152  0.00173  0.00192  0.00208  0.00217   0.0022   0.0022
        1| 0.000377 0.000377 0.000381 0.000408 0.000461  0.00054 0.000646  0.00078  0.00094  0.00112  0.00132  0.00153  0.00173  0.00191  0.00206  0.00215  0.00218  0.00218
        0| 0.000377 0.000377 0.000381 0.000408 0.000461  0.00054 0.000646  0.00078  0.00094  0.00112  0.00132  0.00153  0.00173  0.00191  0.00206  0.00215  0.00218  0.00218

