nCells: 16x16, dx: 0.125, dy: 0.125

p (18x18): 
         |        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       17|  -0.0148  -0.0148  -0.0112  -0.0104 -0.00948  -0.0083 -0.00697 -0.00558 -0.00418 -0.00281 -0.00142 0.000106   0.0019  0.00449  0.00928   0.0192   0.0369   0.0369
       16|  -0.0148  -0.0148  -0.0112  -0.0104 -0.00948  -0.0083 -0.00697 -0.00558 -0.00418 -0.00281 -0.00142 0.000106   0.0019  0.00449  0.00928   0.0192   0.0369   0.0369
       15|  -0.0108  -0.0108  -0.0105 -0.00981 -0.00884 -0.00769 -0.00643 -0.00512  -0.0038 -0.00248 -0.00115 0.000216  0.00174  0.00362  0.00654   0.0122   0.0209   0.0209
       14| -0.00844 -0.00844 -0.00835 -0.00795 -0.00728 -0.00641 -0.00539 -0.00428  -0.0031 -0.00188-0.000594 0.000788  0.00236  0.00428  0.00685   0.0105   0.0143   0.0143
       13| -0.00685 -0.00685 -0.00678 -0.00648 -0.00596 -0.00527 -0.00443 -0.00348 -0.00244 -0.00133 -0.00012  0.00121  0.00271  0.00448  0.00658  0.00893   0.0107   0.0107
       12| -0.00564 -0.00564 -0.00556 -0.00531  -0.0049 -0.00432 -0.00362  -0.0028 -0.00188-0.000881 0.000213  0.00141  0.00274   0.0042  0.00577  0.00723  0.00817  0.00817
       11| -0.00467 -0.00467  -0.0046 -0.00438 -0.00403 -0.00354 -0.00294 -0.00223 -0.00143-0.000546 0.000416  0.00145  0.00256  0.00372  0.00485  0.00579  0.00632  0.00632
       10| -0.00388 -0.00388 -0.00381 -0.00362 -0.00332  -0.0029 -0.00238 -0.00177 -0.00107-0.000308 0.000519  0.00139   0.0023   0.0032  0.00402  0.00465  0.00497  0.00497
        9| -0.00324 -0.00324 -0.00317 -0.00301 -0.00274 -0.00238 -0.00193  -0.0014-0.000803-0.000147 0.000555  0.00128  0.00201  0.00271  0.00332  0.00376  0.00398  0.00398
        8| -0.00271 -0.00271 -0.00266 -0.00251 -0.00228 -0.00197 -0.00158 -0.00112-0.000602-4.19e-05 0.000549  0.00115  0.00174  0.00229  0.00275  0.00307  0.00322  0.00322
        7| -0.00229 -0.00229 -0.00224 -0.00211 -0.00191 -0.00163 -0.00129-0.000898-0.000455 2.36e-05 0.000522  0.00102   0.0015  0.00194  0.00229  0.00254  0.00265  0.00265
        6| -0.00195 -0.00195 -0.00191 -0.00179 -0.00161 -0.00137 -0.00108-0.000731-0.000348 6.29e-05 0.000486 0.000906   0.0013  0.00165  0.00194  0.00213  0.00221  0.00221
        5| -0.00169 -0.00169 -0.00165 -0.00154 -0.00139 -0.00117 -0.00091-0.000606-0.000271 8.55e-05  0.00045 0.000807  0.00114  0.00143  0.00166  0.00182  0.00189  0.00189
        4| -0.00149 -0.00149 -0.00145 -0.00136 -0.00122 -0.00102-0.000787-0.000516-0.000217 9.79e-05 0.000417 0.000728  0.00102  0.00126  0.00146  0.00159  0.00165  0.00165
        3| -0.00135 -0.00135 -0.00131 -0.00123  -0.0011-0.000919-0.000702-0.000454-0.000181 0.000104 0.000393 0.000671 0.000926  0.00115  0.00132  0.00143  0.00148  0.00148
        2| -0.00126 -0.00126 -0.00123 -0.00115 -0.00102-0.000855 -0.00065-0.000416 -0.00016 0.000108 0.000377 0.000635 0.000872  0.00107  0.00123  0.00134  0.00138  0.00138
        1| -0.00123 -0.00123  -0.0012 -0.00112-0.000994-0.000829-0.000629  -0.0004-0.000151  0.00011 0.000371 0.000621 0.000849  0.00104   0.0012   0.0013  0.00134  0.00134
        0| -0.00123 -0.00123  -0.0012 -0.00112-0.000994-0.000829-0.000629  -0.0004-0.000151  0.00011 0.000371 0.000621 0.000849  0.00104   0.0012   0.0013  0.00134  0.00134

